model,query_id,query_language,concept_name,best_gold_rank,best_hardneg_rank,win,top_neighbor_name,top_relation
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__zh,zh,protein polypeptide chain,1,17,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16898__en,en,pyrimidine,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16898__de,de,pyrimidine,1,781,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16898__fr,fr,pyrimidine,2,452,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16898__es,es,pyrimidine,1,124,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16898__zh,zh,pyrimidine,26,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29309__de,de,methyl,35,92,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29309__en,en,methyl,70,9,1,ethynyl,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29309__fr,fr,methyl,33,54,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29309__es,es,methyl,13,26,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29309__zh,zh,methyl,3,33,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_62801__en,en,ethyl,1,5,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_62801__de,de,ethyl,31,9,1,ethynyl,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_62801__fr,fr,ethyl,2,15,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_62801__es,es,ethyl,1,5,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_62801__zh,zh,ethyl,12,24,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29191__en,en,hydroxyl,23,606,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29191__de,de,hydroxyl,24,522,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29191__fr,fr,hydroxyl,7,89,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29191__es,es,hydroxyl,9,224,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29191__zh,zh,hydroxyl,48,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__en__57,en,protein polypeptide chain,1,2,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__de__58,de,protein polypeptide chain,1,13,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__fr__59,fr,protein polypeptide chain,7,12,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__es__60,es,protein polypeptide chain,1,4,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16541__zh__61,zh,protein polypeptide chain,5,2,1,polypeptide,parent
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29389__en,en,silane,1,204,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29389__de,de,silane,1,351,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29389__fr,fr,silane,1,201,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29389__zh,zh,silane,8,149,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29389__es,es,silane,1,71,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30832__en,en,adipic acid,1,419,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30832__de,de,adipic acid,58,207,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30832__fr,fr,adipic acid,1,307,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30832__es,es,adipic acid,1,268,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,40,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_30832__zh,zh,adipic acid,82,146,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,60,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,2,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,28,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,57,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16052__en,en,propene,3,1,1,ethene,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16052__de,de,propene,9,1,1,ethene,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16052__fr,fr,propene,1,2,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16052__es,es,propene,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16052__zh,zh,propene,58,1,1,dioxygen,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_25219__en,en,methacrylic acid,1,19,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_25219__de,de,methacrylic acid,1,68,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_25219__fr,fr,methacrylic acid,10,3,1,acrylic acid,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_25219__es,es,methacrylic acid,1,28,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_25219__zh,zh,methacrylic acid,28,9,1,acrylic acid,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16134__en,en,ammonia,1,8,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16134__fr,fr,ammonia,1,3,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16134__de,de,ammonia,1,9,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16134__es,es,ammonia,1,11,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16134__zh,zh,ammonia,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,1,7,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,9,32,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,40,200,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,4,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53284__de,de,polyurethane macromolecule,1,74,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53284__en,en,polyurethane macromolecule,1,102,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53284__fr,fr,polyurethane macromolecule,1,62,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53284__es,es,polyurethane macromolecule,1,90,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_53284__zh,zh,polyurethane macromolecule,139,46,1,poly(vinyl alcohol) macromolecule,sibling
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17909__en,en,polysulfur,48,1,1,elemental sulfur,parent
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17909__de,de,polysulfur,1,37,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17909__fr,fr,polysulfur,2,119,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17909__zh,zh,polysulfur,4,16,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17909__es,es,polysulfur,3,62,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29390__en,en,silicon carbide,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29390__de,de,silicon carbide,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29390__fr,fr,silicon carbide,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29390__zh,zh,silicon carbide,1,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_29390__es,es,silicon carbide,2,,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15882__en,en,phenol,1,79,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15882__de,de,phenol,1,44,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15882__fr,fr,phenol,3,20,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15882__es,es,phenol,1,43,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,1,7,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_15882__zh,zh,phenol,1,113,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,1,5,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,1,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,2,6,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,1,9,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_136511__en,en,manganese dioxide,1,13,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_136511__fr,fr,manganese dioxide,1,3,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_136511__de,de,manganese dioxide,2,10,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_136511__es,es,manganese dioxide,1,3,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_136511__zh,zh,manganese dioxide,1,63,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16526__en,en,carbon dioxide,1,4,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16526__de,de,carbon dioxide,1,8,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16526__fr,fr,carbon dioxide,1,3,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16526__es,es,carbon dioxide,1,2,0,,
nomic-ai-nomic-embed-text-v2-moe,CHEBI_16526__zh,zh,carbon dioxide,1,10,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15138__en,en,sulfide(2-),2,19,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15138__de,de,sulfide(2-),1,23,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15138__fr,fr,sulfide(2-),3,17,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30488__en,en,sulfonium,1,316,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30488__de,de,sulfonium,1,219,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30488__fr,fr,sulfonium,1,266,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30488__es,es,sulfonium,1,259,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30488__zh,zh,sulfonium,1,300,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16716__en,en,benzene,84,1,1,anilines,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16716__fr,fr,benzene,543,4,1,biphenyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16716__de,de,benzene,8,3,1,biphenyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16716__zh,zh,benzene,15,4,1,anilines,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16716__es,es,benzene,1,4,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17359__en,en,sulfite,1,6,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17359__de,de,sulfite,1,4,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17359__fr,fr,sulfite,1,4,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17359__zh,zh,sulfite,1,6,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17359__es,es,sulfite,1,20,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17115__en,en,L-serine,1,34,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17115__de,de,L-serine,1,136,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17115__fr,fr,L-serine,1,79,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__en,en,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17115__zh,zh,L-serine,2,64,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__de,de,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__fr,fr,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__es,es,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__zh,zh,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__en__27,en,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__de__28,de,urethane,30,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__fr__29,fr,urethane,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__es__30,es,urethane,38,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__en,en,protein polypeptide chain,1,9,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17967__zh__32,zh,urethane,98,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__de,de,protein polypeptide chain,15,5,1,polypeptide,parent
qwen-qwen3-embedding-0-6b,CHEBI_16541__fr,fr,protein polypeptide chain,1,8,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__es,es,protein polypeptide chain,1,19,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__zh,zh,protein polypeptide chain,1,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16898__en,en,pyrimidine,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16898__de,de,pyrimidine,1,803,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16898__fr,fr,pyrimidine,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16898__es,es,pyrimidine,3,43,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16898__zh,zh,pyrimidine,1,364,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29309__de,de,methyl,28,336,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29309__en,en,methyl,5,96,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29309__fr,fr,methyl,6,61,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29309__es,es,methyl,5,79,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29309__zh,zh,methyl,1,67,0,,
qwen-qwen3-embedding-0-6b,CHEBI_62801__en,en,ethyl,19,5,1,methyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_62801__de,de,ethyl,10,2,1,methyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_62801__fr,fr,ethyl,8,2,1,methyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_62801__es,es,ethyl,35,11,1,methyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_62801__zh,zh,ethyl,2,1,1,methyl,sibling
qwen-qwen3-embedding-0-6b,CHEBI_29191__en,en,hydroxyl,1,197,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29191__de,de,hydroxyl,2,34,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29191__fr,fr,hydroxyl,1,28,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29191__es,es,hydroxyl,2,98,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29191__zh,zh,hydroxyl,2,81,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__en__57,en,protein polypeptide chain,1,3,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__de__58,de,protein polypeptide chain,2,15,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__fr__59,fr,protein polypeptide chain,19,13,1,polypeptide,parent
qwen-qwen3-embedding-0-6b,CHEBI_16541__es__60,es,protein polypeptide chain,5,18,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16541__zh__61,zh,protein polypeptide chain,3,2,1,polypeptide,parent
qwen-qwen3-embedding-0-6b,CHEBI_29389__en,en,silane,1,226,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29389__de,de,silane,6,374,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29389__fr,fr,silane,1,212,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29389__zh,zh,silane,1,166,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29389__es,es,silane,1,468,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30832__en,en,adipic acid,1,124,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30832__de,de,adipic acid,63,43,1,itaconic acid,sibling
qwen-qwen3-embedding-0-6b,CHEBI_30832__fr,fr,adipic acid,1,206,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30832__es,es,adipic acid,1,136,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__en,en,poly(vinyl alcohol) macromolecule,1,21,0,,
qwen-qwen3-embedding-0-6b,CHEBI_30832__zh,zh,adipic acid,3,29,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__de,de,poly(vinyl alcohol) macromolecule,1,9,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__fr,fr,poly(vinyl alcohol) macromolecule,1,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__es,es,poly(vinyl alcohol) macromolecule,1,11,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__zh,zh,poly(vinyl alcohol) macromolecule,1,24,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16052__en,en,propene,2,1,1,ethene,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16052__de,de,propene,5,1,1,ethene,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16052__fr,fr,propene,1,3,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16052__es,es,propene,1,2,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16052__zh,zh,propene,13,3,1,ethene,sibling
qwen-qwen3-embedding-0-6b,CHEBI_25219__en,en,methacrylic acid,1,30,0,,
qwen-qwen3-embedding-0-6b,CHEBI_25219__de,de,methacrylic acid,2,26,0,,
qwen-qwen3-embedding-0-6b,CHEBI_25219__fr,fr,methacrylic acid,1,11,0,,
qwen-qwen3-embedding-0-6b,CHEBI_25219__es,es,methacrylic acid,1,90,0,,
qwen-qwen3-embedding-0-6b,CHEBI_25219__zh,zh,methacrylic acid,23,10,1,acrylic acid,sibling
qwen-qwen3-embedding-0-6b,CHEBI_16134__en,en,ammonia,1,2,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16134__fr,fr,ammonia,1,2,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16134__de,de,ammonia,1,3,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16134__es,es,ammonia,1,2,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16134__zh,zh,ammonia,1,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53262__de,de,poly(propylene glycol) macromolecule,38,72,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53262__en,en,poly(propylene glycol) macromolecule,1,44,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53262__es,es,poly(propylene glycol) macromolecule,7,19,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53262__zh,zh,poly(propylene glycol) macromolecule,9,44,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53262__fr,fr,poly(propylene glycol) macromolecule,1,18,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53284__de,de,polyurethane macromolecule,1,26,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53284__en,en,polyurethane macromolecule,1,292,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53284__fr,fr,polyurethane macromolecule,1,86,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53284__es,es,polyurethane macromolecule,3,98,0,,
qwen-qwen3-embedding-0-6b,CHEBI_53284__zh,zh,polyurethane macromolecule,1,40,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17909__en,en,polysulfur,5,36,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17909__de,de,polysulfur,1,28,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17909__fr,fr,polysulfur,1,39,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17909__zh,zh,polysulfur,1,56,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17909__es,es,polysulfur,1,60,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29390__en,en,silicon carbide,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29390__de,de,silicon carbide,1,383,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29390__fr,fr,silicon carbide,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29390__zh,zh,silicon carbide,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_29390__es,es,silicon carbide,1,,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15882__en,en,phenol,1,69,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15882__de,de,phenol,1,203,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15882__fr,fr,phenol,2,99,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15882__es,es,phenol,1,118,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__en__116,en,poly(vinyl alcohol) macromolecule,1,16,0,,
qwen-qwen3-embedding-0-6b,CHEBI_15882__zh,zh,phenol,17,70,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__fr__118,fr,poly(vinyl alcohol) macromolecule,1,19,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__de__119,de,poly(vinyl alcohol) macromolecule,1,5,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__es__120,es,poly(vinyl alcohol) macromolecule,1,16,0,,
qwen-qwen3-embedding-0-6b,CHEBI_17246__zh__121,zh,poly(vinyl alcohol) macromolecule,1,23,0,,
qwen-qwen3-embedding-0-6b,CHEBI_136511__en,en,manganese dioxide,1,5,0,,
qwen-qwen3-embedding-0-6b,CHEBI_136511__fr,fr,manganese dioxide,1,3,0,,
qwen-qwen3-embedding-0-6b,CHEBI_136511__de,de,manganese dioxide,4,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_136511__es,es,manganese dioxide,2,4,0,,
qwen-qwen3-embedding-0-6b,CHEBI_136511__zh,zh,manganese dioxide,1,6,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16526__en,en,carbon dioxide,1,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16526__de,de,carbon dioxide,1,6,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16526__fr,fr,carbon dioxide,1,7,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16526__es,es,carbon dioxide,1,9,0,,
qwen-qwen3-embedding-0-6b,CHEBI_16526__zh,zh,carbon dioxide,1,18,0,,
sentence-transformers-labse,CHEBI_15138__en,en,sulfide(2-),272,204,1,sulfate,sibling
sentence-transformers-labse,CHEBI_15138__de,de,sulfide(2-),24,10,1,sulfate,sibling
sentence-transformers-labse,CHEBI_15138__fr,fr,sulfide(2-),333,63,1,sulfite,sibling
sentence-transformers-labse,CHEBI_30488__en,en,sulfonium,1,622,0,,
sentence-transformers-labse,CHEBI_30488__de,de,sulfonium,1,518,0,,
sentence-transformers-labse,CHEBI_30488__fr,fr,sulfonium,1,962,0,,
sentence-transformers-labse,CHEBI_30488__es,es,sulfonium,5,167,0,,
sentence-transformers-labse,CHEBI_30488__zh,zh,sulfonium,1,542,0,,
sentence-transformers-labse,CHEBI_16716__en,en,benzene,135,32,1,cyclopentane,sibling
sentence-transformers-labse,CHEBI_16716__fr,fr,benzene,253,7,1,ethyl 2-methylbutyrate,sibling
sentence-transformers-labse,CHEBI_16716__de,de,benzene,92,11,1,biphenyl,sibling
sentence-transformers-labse,CHEBI_16716__zh,zh,benzene,26,1,1,biphenyl,sibling
sentence-transformers-labse,CHEBI_16716__es,es,benzene,106,23,1,biphenyl,sibling
sentence-transformers-labse,CHEBI_17359__en,en,sulfite,1,9,0,,
sentence-transformers-labse,CHEBI_17359__de,de,sulfite,1,5,0,,
sentence-transformers-labse,CHEBI_17359__fr,fr,sulfite,1,2,0,,
sentence-transformers-labse,CHEBI_17359__zh,zh,sulfite,1,9,0,,
sentence-transformers-labse,CHEBI_17359__es,es,sulfite,1,2,0,,
sentence-transformers-labse,CHEBI_17115__en,en,L-serine,1,45,0,,
sentence-transformers-labse,CHEBI_17115__de,de,L-serine,1,50,0,,
sentence-transformers-labse,CHEBI_17115__fr,fr,L-serine,1,17,0,,
sentence-transformers-labse,CHEBI_17967__en,en,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17115__zh,zh,L-serine,5,317,0,,
sentence-transformers-labse,CHEBI_17967__de,de,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__fr,fr,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__es,es,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__zh,zh,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__en__27,en,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__de__28,de,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__fr__29,fr,urethane,1,,0,,
sentence-transformers-labse,CHEBI_17967__es__30,es,urethane,1,,0,,
sentence-transformers-labse,CHEBI_16541__en,en,protein polypeptide chain,1,5,0,,
sentence-transformers-labse,CHEBI_17967__zh__32,zh,urethane,1,,0,,
sentence-transformers-labse,CHEBI_16541__de,de,protein polypeptide chain,43,2,1,polypeptide,parent
sentence-transformers-labse,CHEBI_16541__fr,fr,protein polypeptide chain,1,5,0,,
sentence-transformers-labse,CHEBI_16541__es,es,protein polypeptide chain,1,10,0,,
sentence-transformers-labse,CHEBI_16541__zh,zh,protein polypeptide chain,1,3,0,,
sentence-transformers-labse,CHEBI_16898__en,en,pyrimidine,1,,0,,
sentence-transformers-labse,CHEBI_16898__de,de,pyrimidine,1,,0,,
sentence-transformers-labse,CHEBI_16898__fr,fr,pyrimidine,1,,0,,
sentence-transformers-labse,CHEBI_16898__es,es,pyrimidine,2,604,0,,
sentence-transformers-labse,CHEBI_16898__zh,zh,pyrimidine,1,,0,,
sentence-transformers-labse,CHEBI_29309__de,de,methyl,1,51,0,,
sentence-transformers-labse,CHEBI_29309__en,en,methyl,13,46,0,,
sentence-transformers-labse,CHEBI_29309__fr,fr,methyl,12,53,0,,
sentence-transformers-labse,CHEBI_29309__es,es,methyl,15,17,0,,
sentence-transformers-labse,CHEBI_29309__zh,zh,methyl,1,51,0,,
sentence-transformers-labse,CHEBI_62801__en,en,ethyl,1,12,0,,
sentence-transformers-labse,CHEBI_62801__de,de,ethyl,10,5,1,methyl,sibling
sentence-transformers-labse,CHEBI_62801__fr,fr,ethyl,1,23,0,,
sentence-transformers-labse,CHEBI_62801__es,es,ethyl,1,27,0,,
sentence-transformers-labse,CHEBI_62801__zh,zh,ethyl,25,2,1,methyl,sibling
sentence-transformers-labse,CHEBI_29191__en,en,hydroxyl,2,474,0,,
sentence-transformers-labse,CHEBI_29191__de,de,hydroxyl,13,282,0,,
sentence-transformers-labse,CHEBI_29191__fr,fr,hydroxyl,37,83,0,,
sentence-transformers-labse,CHEBI_29191__es,es,hydroxyl,26,316,0,,
sentence-transformers-labse,CHEBI_29191__zh,zh,hydroxyl,20,695,0,,
sentence-transformers-labse,CHEBI_16541__en__57,en,protein polypeptide chain,1,8,0,,
sentence-transformers-labse,CHEBI_16541__de__58,de,protein polypeptide chain,8,7,1,polypeptide,parent
sentence-transformers-labse,CHEBI_16541__fr__59,fr,protein polypeptide chain,10,7,1,polypeptide,parent
sentence-transformers-labse,CHEBI_16541__es__60,es,protein polypeptide chain,1,7,0,,
